1001270191,sunny_winter,damaged_home,outdoor_spa,dry_winter,holy_city,sunny_morning,gorgeous_winter,great_view,abandoned_factory,derelict_farm
1001340544,charming_street,famous_street,quiet_street,favorite_street,nice_building,fascinating_city,nice_street,lovely_city,incredible_city,clean_windows
1001878319,successful_business,angry_men,attractive_male,clean_air,horizontal_text,violent_crime,tough_fight,dry_eye,successful_team,hot_guy
1002611685,inspirational_poster,sunny_beach,young_adult,crowded_city,happy_pets,tiny_lego,clean_air,holy_child,rich_history,happy_christmas
1003353231,horizontal_text,healthy_weight,young_fashion,violent_crime,little_friends,nice_guy,awesome_design,successful_business,powerful_magic,cute_dress
1006641104,safe_water,violent_death,stupid_computer,great_holiday,nice_surprise,pleasant_surprise,successful_team,young_adult,horrible_death,horizontal_text
1009032827,bitter_pills,healthy_food,horizontal_text,fresh_food,dirty_mouth,super_party,excellent_gift,cold_beer,hot_cup,helping_hand
1011613838,golden_beach,safe_water,lost_city,famous_statue,famous_bridge,expensive_house,famous_beach,expensive_hotel,clear_stars,sunny_beach
1013957162,little_house,cold_coke,tiny_book,classic_coke,fat_face,holy_city,cold_beer,lovely_gift,cold_drink,abandoned_places
1015866573,quiet_study,empty_office,abandoned_hotel,outdoor_spa,great_view,clear_lake,outstanding_view,traditional_house,beautiful_view,lazy_morning
1016174899,abandoned_train,dirty_feet,little_bird,favorite_dress,screaming_baby,ugly_feet,wet_paper,chubby_baby,weird_bug,nasty_bugs
1020357088,amazing_race,outdoor_adventure,talented_student,super_team,extreme_adventure,awesome_trip,excited_student,strong_guy,handsome_guy,damaged_church
1020446396,bad_guy,hardcore_band,helping_hand,nice_guy,deadly_sins,weird_shadow,mad_house,favorite_comics,favorite_book,violent_death
102057914,little_boy,mad_king,funny_card,helping_hand,little_doll,happy_guy,precious_child,sweet_child,handsome_face,happy_father
1032525043,excited_crowd,excited_student,young_student,super_team,safe_driver,young_adult,victorious_team,holy_child,excellent_team,young_fan
1033424586,haunted_cemetery,dangerous_animals,lost_dog,haunted_graveyard,outdoor_training,angry_bull,extreme_fire,warm_food,peaceful_valley,broken_fence
1036409012,tough_race,safe_water,super_tour,clean_air,clean_beach,poor_dog,fresh_air,tiny_car,hot_body,nice_legs
1037096118,famous_hotel,bad_sign,expensive_hotel,haunted_hotel,cold_beer,ugly_building,nice_building,damaged_building,great_hall,empty_building
1039972904,smooth_skin,dry_eye,silly_face,stupid_face,young_student,young_adult,amazing_race,adorable_smile,bright_face,pleasant_smile
1040387615,nice_butt,sexy_heels,hot_legs,strong_kid,great_trip,hot_model,friendly_hand,hot_guy,pretty_girls,cold_coke
1040896271,weird_sculpture,strange_shadow,dead_animals,natural_sculpture,calm_sea,wet_dog,evil_skull,classic_castle,icy_fence,wild_animals
1045296493,amazing_race,tiny_bathroom,outdoor_wedding,clean_air,busy_worker,warm_milk,outdoor_lights,busy_train,outdoor_party,classic_castle
1046851581,hardcore_band,happy_halloween,derelict_ship,natural_food,excellent_food,strange_sign,inspirational_poster,hot_food,young_adult,stupid_sign
1046964714,weird_war,ugly_drawing,super_adventure,dying_animal,filthy_animal,funny_animals,happy_christmas,excellent_illustration,bad_guy,mad_monster
1048590361,falling_star,dirty_car,clean_car,strange_eyes,shiny_metal,colorful_lights,incredible_artist,pretty_lights,sparkling_water,magical_creatures
105231095,warm_feet,dirty_snow,sad_dog,hungry_dog,poor_dog,wet_shoes,creepy_dog,stupid_dog,scared_dog,scary_dog
1053318189,muddy_water,violent_protest,dead_fish,young_fan,hardcore_punk,tough_men,nice_guy,favorite_band,clean_air,great_street
1054461465,nice_letter,lost_teeth,awesome_birthday,famous_hotel,little_angel,broken_pencil,hot_metal,fat_pig,shiny_gold,holy_hand
1059867533,clear_lake,friendly_community,favorite_street,funny_sign,strange_sign,bad_sign,pleasant_view,stupid_sign,cold_beer,clean_air
1060923121,angry_chicken,broken_window,falling_snow,colorful_bird,happy_christmas,lazy_girls,happy_heart,shy_guy,lovely_birds,famous_park
1064441349,silly_drawing,wild_wolf,fat_food,super_kids,nice_guy,bitter_pills,bad_dog,fresh_meat,fat_pig,successful_team
1071281902,sour_milk,lovely_gift,excellent_gift,favorite_model,super_city,smiling_girls,happy_birthday,dead_soldier,heavy_book,smooth_skin
1073703467,creepy_cemetery,mad_king,haunted_cemetery,ancient_fortress,lovely_church,scary_forest,ancient_castle,famous_park,haunted_graveyard,creepy_house
1083426513,fresh_food,stupid_sign,troubled_teen,outstanding_artist,poor_country,healthy_body,violent_death,hardcore_punk,hot_sex,violent_attack
108615513,friendly_student,friendly_city,excited_student,holy_cross,proud_student,poor_student,poor_school,happy_puppy,victorious_team,friendly_community
1087045707,golden_sunset,beautiful_sunset,rainy_clouds,clear_morning,splendid_city,quiet_street,amazing_sunset,colorful_clouds,beautiful_view,quiet_city
1087376763,hardcore_band,hot_fire,violent_crime,weird_food,haunted_castle,clean_hands,dry_river,hardcore_punk,dirty_hands,crazy_face
1089158515,weird_food,sweet_chocolate,delicious_chocolate,tasty_chocolate,hot_drink,fresh_food,tasty_bite,bad_food,natural_food,disgusting_food
1091009547,fresh_meat,bad_dog,poor_dog,dangerous_dog,haunted_attraction,nasty_dog,traditional_dress,traditional_festival,abandoned_train,ugly_feet
1092183284,super_city,hot_metal,shiny_box,empty_box,famous_hotel,heavy_book,stunning_architecture,abandoned_factory,nice_building,ugly_building
1093039792,famous_castle,mad_house,holy_angels,splendid_church,famous_painting,colorful_paintings,favorite_vacation,favorite_painting,haunted_house,scary_monster
1093559328,fancy_food,great_food,mad_monkey,excellent_food,nice_cup,greasy_food,clean_hands,classic_cocktail,victorious_team,delicious_food
1094507322,scary_skull,creepy_doll,famous_artist,screaming_skull,ugly_fish,sad_dog,fat_pig,rotten_egg,smelly_cat,angry_guy
1095327522,dirty_face,illegal_drugs,warm_bed,lost_phone,horrible_death,broken_bones,horizontal_text,hot_sex,grieving_parents,dirty_house
1097895763,classic_wedding,elegant_wedding,cute_animals,dead_insect,dead_fly,classic_design,sweet_home,broken_pencil,clean_air,lazy_dog
1099816119,stupid_sign,bad_sign,funny_sign,text_block,holy_god,bright_street,funny_card,violent_attack,dangerous_weapons,drunk_driver
1106298915,empty_market,quiet_study,lovely_morning,great_hall,amazing_view,lovely_view,gorgeous_building,poor_school,incredible_view,bad_view
110699012,empty_field,great_park,stormy_night,dirty_streets,empty_space,abandoned_school,safe_water,young_tree,cold_drink,holy_island
1112911284,successful_business,healthy_body,young_adult,horizontal_text,successful_team,healthy_weight,excited_student,attractive_male,healthy_skin,healthy_food
1113109655,hurt_feelings,bad_graffiti,healthy_body,dead_bug,deadly_sins,violent_death,successful_business,nice_letter,poor_performance,outstanding_artist
1117700436,rough_sketch,young_artist,classic_cartoon,crying_girls,excellent_gift,evil_king,weird_girls,angry_cat,dead_rabbit,confused_mind
1117758692,awesome_cars,crazy_car,dangerous_weapons,fantastic_car,tiny_car,amazing_cars,expensive_car,lonely_car,shiny_cars,amazing_architecture
1121519837,cold_beer,sunny_flowers,bright_sun,sunny_summer,bad_hair,beautiful_flower,dusty_mirror,warm_lights,golden_hair,cold_drink
1122937519,colorful_building,strong_community,incredible_adventure,magical_garden,weird_building,bright_city,crazy_graffiti,great_sky,colorful_paintings,amazing_adventure
1123814285,dark_fortress,filthy_animal,funny_sign,great_party,classic_cocktail,insane_clown,great_food,friendly_community,nice_letter,bad_girls
1124275954,innocent_face,young_family,curious_kids,little_kid,happy_kids,funny_baby,cute_kids,happy_father,silly_face,funny_face
112448158,excellent_book,bad_sign,stupid_sign,favorite_book,stupid_computer,funny_sign,great_artist,safe_driver,tiny_book,heavy_book
1126984813,traditional_dance,classic_christmas,holy_cross,strong_community,christian_church,great_party,awesome_cake,gifted_student,amazing_cake,great_hall
1128944005,busy_bridge,famous_bridge,rainy_city,rainy_night,busy_city,clear_night,quiet_night,magnificent_view,busy_street,poor_city
1130435251,haunted_house,traditional_home,ancient_house,abandoned_factory,evil_robot,precious_gold,haunted_hotel,amazing_armory,classic_castle,heavy_weight
1132379475,broken_piano,creepy_doll,ugly_shoes,tiny_mushrooms,tasty_cake,broken_teeth,dead_fish,tasty_chocolate,poor_animal,great_party
1135764011,healthy_plant,fresh_food,wild_garden,pretty_rose,weird_plant,awesome_flowers,outdoor_plant,attractive_flowers,natural_food,elegant_lady
1137182123,bad_sign,fresh_air,funny_sign,delicious_pie,great_artist,super_food,terrible_monster,stupid_sign,fresh_meat,young_artist
1140040968,bad_accident,amazing_cars,expensive_car,illegal_war,crazy_car,famous_car,tiny_car,clean_city,friendly_police,damaged_car
1144847169,nice_hat,clean_windows,young_muslim,young_adult,pretty_lights,funny_hat,friendly_guard,hardcore_band,bad_guy,christian_concert
1146816852,shiny_metal,elegant_shoes,fancy_hat,deadly_sins,pretty_shoes,dry_eye,cute_dolls,empty_beer,shapely_legs,tiny_book
